priority_rank,priority_score,priority_tier,catalog,source_id,cohorts,cohort_ranks,cohort_count,cohort_score,visibility_score,quality_score,crossmatch_gap_score,priority_reasons,quality_flags,quality_flag_count,has_official_best_neighbour,has_fis_supplemental_match,has_any_gaia_hip_match,official_neighbourhood_ids,counterpart_ids,apparent_mag,r_pc_parallax,pm_total_masyr
1020,42.944,P4,gaia_dr3,6887025727524300416,high_pm,high_pm:197,1,10.944,10.0,0.0,22.0,high_pm_rank=197;no_official_or_fis_gaia_hip_match,,0,False,False,False,,,12.9006929397583,12.468089049094287,1497.1906807502614
1021,42.908,P4,gaia_dr3,4966414930843912320,high_pm,high_pm:198,1,10.908,10.0,16.0,6.0,high_pm_rank=198;fis_supplemental_only_match;ruwe_gt_1p4;non_single_star,ruwe_gt_1p4;non_single_star,2,False,True,True,,10812,10.534070014953613,15.247358347360445,1495.0694223094235
1022,42.9,P4,gaia_dr3,2989528414633822464,brightest,brightest:386,1,6.9,8.0,28.0,0.0,brightest_rank=386;ruwe_gt_1p4;astrometric_excess_noise_gt_1;ipd_frac_multi_peak_gt_10;phot_variable,ruwe_gt_1p4;astrometric_excess_noise_gt_1;ipd_frac_multi_peak_gt_10;phot_variable,4,True,False,True,24169,24169,3.6340434551239014,164.53693238468003,65.69028120579314
1023,42.864,P4,gaia_dr3,2627117287488522240,nearest;high_pm,nearest:213;high_pm:457,2,28.864,14.0,0.0,0.0,nearest_rank=213;high_pm_rank=457;multi_cohort=2,,0,True,False,True,109388,109388,9.23719596862793,8.814865836983147,1132.799982086988
1024,42.84,P4,hipparcos2,82396,brightest,brightest:87,1,24.84,12.0,0.0,6.0,brightest_rank=87;fis_supplemental_only_match,,0,False,True,True,,6026152137856166912,2.453200101852417,19.535066604614258,666.0077198501531
1025,42.82,P4,hipparcos2,95501,brightest,brightest:254,1,14.82,12.0,10.0,6.0,brightest_rank=254;fis_supplemental_only_match;hip_solution_type_not_5,hip_solution_type_not_5,1,False,True,True,,4289041379340453376,3.4407999515533447,15.525538444519043,267.57898217161977
1026,42.792,P2,gaia_dr3,458018340407727104,high_pm,high_pm:479,1,0.792,10.0,10.0,22.0,high_pm_rank=479;no_official_or_fis_gaia_hip_match;ruwe_gt_1p4,ruwe_gt_1p4,1,False,False,False,,,12.018760681152344,19.997834316279302,1115.7747159259618
1027,42.74,P4,gaia_dr3,1876510592179455744,brightest,brightest:222,1,16.74,8.0,18.0,0.0,brightest_rank=222;ruwe_gt_1p4;astrometric_excess_noise_gt_1,ruwe_gt_1p4;astrometric_excess_noise_gt_1,2,True,False,True,112748,112748,3.2745838165283203,34.56144423708645,151.3014500169092
1028,42.74,P4,gaia_dr3,3314024566919613952,brightest,brightest:322,1,10.74,8.0,18.0,6.0,brightest_rank=322;fis_supplemental_only_match;ruwe_gt_1p4;astrometric_excess_noise_gt_1,ruwe_gt_1p4;astrometric_excess_noise_gt_1,2,False,True,True,,20455,3.5160439014434814,49.2387751058437,109.76267059336413
1029,42.728,P4,gaia_dr3,1251824057289839744,high_pm,high_pm:203,1,10.728,10.0,0.0,22.0,high_pm_rank=203;no_official_or_fis_gaia_hip_match,,0,False,False,False,,,15.338058471679688,11.86091544301648,1490.905866521355
1030,42.7,P4,gaia_dr3,2997171394834174976,nearest,nearest:356,1,8.7,4.0,8.0,22.0,nearest_rank=356;no_official_or_fis_gaia_hip_match;astrometric_excess_noise_gt_1,astrometric_excess_noise_gt_1,1,False,False,False,,,20.129783630371094,10.496325355920503,663.9178122716497
1031,42.692,P4,gaia_dr3,3941342198772052352,high_pm,high_pm:204,1,10.692,10.0,0.0,22.0,high_pm_rank=204;no_official_or_fis_gaia_hip_match,,0,False,False,False,,,17.46552848815918,13.861893379705506,1488.6518755037669
1032,42.656,P4,gaia_dr3,1251824607045654016,high_pm,high_pm:205,1,10.656,10.0,0.0,22.0,high_pm_rank=205;no_official_or_fis_gaia_hip_match,,0,False,False,False,,,13.441506385803223,11.873010971203295,1487.6300899047621
1033,42.64,P2,hipparcos2,65982,high_pm,high_pm:261,1,8.64,2.0,10.0,22.0,high_pm_rank=261;no_official_or_fis_gaia_hip_match;hip_solution_type_not_5,hip_solution_type_not_5,1,False,False,False,,,7.463200092315674,30.703102111816406,896.1102392563093
1034,42.62,P4,gaia_dr3,4672726716408826240,brightest,brightest:324,1,10.62,8.0,18.0,6.0,brightest_rank=324;fis_supplemental_only_match;ruwe_gt_1p4;astrometric_excess_noise_gt_1,ruwe_gt_1p4;astrometric_excess_noise_gt_1,2,False,True,True,,17440,3.5165603160858154,32.85111189122156,322.5453051663662
1035,42.608,P2,gaia_dr3,6228695236338166528,high_pm,high_pm:373,1,4.608,6.0,10.0,22.0,high_pm_rank=373;no_official_or_fis_gaia_hip_match;ruwe_gt_1p4,ruwe_gt_1p4,1,False,False,False,,,11.128548622131348,20.73479984727368,1214.3629424788971
1036,42.6,P4,hipparcos2,72105,brightest,brightest:91,1,24.6,8.0,10.0,0.0,brightest_rank=91;hip_solution_type_not_5,hip_solution_type_not_5,1,True,False,True,1279798794197267072,1279798794197267072,2.516700029373169,62.11180114746094,55.13481114504701
1037,42.58,P4,gaia_dr3,5778842011026728704,brightest,brightest:258,1,14.58,8.0,20.0,0.0,brightest_rank=258;ruwe_gt_1p4;astrometric_excess_noise_gt_1;phot_variable,ruwe_gt_1p4;astrometric_excess_noise_gt_1;phot_variable,3,True,False,True,80047,80047,3.366724729537964,190.44888472452098,38.38676185463579
1038,42.56,P2,hipparcos2,93017,nearest,nearest:475,1,1.56,9.0,10.0,22.0,nearest_rank=475;no_official_or_fis_gaia_hip_match;hip_solution_type_not_5,hip_solution_type_not_5,1,False,False,False,,,5.330100059509277,14.872100830078125,248.8904441717279
1039,42.54,P2,gaia_dr3,4223813264304668288,nearest,nearest:392,1,6.54,4.0,10.0,22.0,nearest_rank=392;no_official_or_fis_gaia_hip_match;ruwe_gt_1p4,ruwe_gt_1p4,1,False,False,False,,,12.67293930053711,10.79301790250464,376.60110190586266
1040,42.484,P2,gaia_dr3,2285089319219646976,high_pm,high_pm:432,1,2.484,6.0,12.0,22.0,high_pm_rank=432;no_official_or_fis_gaia_hip_match;ruwe_gt_1p4;phot_variable,ruwe_gt_1p4;phot_variable,2,False,False,False,,,12.384988784790039,41.36134387883268,1155.5956677417864
1041,42.472,P4,gaia_dr3,2860957125517813248,high_pm,high_pm:99,1,14.472,6.0,0.0,22.0,high_pm_rank=99;no_official_or_fis_gaia_hip_match,,0,False,False,False,,,12.945409774780273,21.113018148055367,1894.855559310794
1042,42.46,P4,hipparcos2,26241,brightest,brightest:110,1,23.46,8.0,5.0,6.0,brightest_rank=110;fis_supplemental_only_match;parallax_frac_error_gt_0p1,parallax_frac_error_gt_0p1,1,False,True,True,,3017190546641718144,2.670599937438965,714.2857055664062,1.4926486525636231
1043,42.42,P4,hipparcos2,26451,brightest,brightest:144,1,21.42,8.0,13.0,0.0,brightest_rank=144;parallax_frac_error_gt_0p1;hip_component_flag,parallax_frac_error_gt_0p1;hip_component_flag,2,True,False,True,3402918982515591168,3402918982515591168,2.9184000492095947,136.42564392089844,20.148779119341203
1044,42.38,P4,hipparcos2,51576,brightest,brightest:228,1,16.38,8.0,18.0,0.0,brightest_rank=228;hip_solution_type_not_5;hip_component_flag,hip_solution_type_not_5;hip_component_flag,2,True,False,True,5253796346624992128,5253796346624992128,3.322499990463257,148.1481475830078,20.53265935041051
1045,42.32,P4,gaia_dr3,5136659462996725888,brightest,brightest:229,1,16.32,8.0,18.0,0.0,brightest_rank=229;ruwe_gt_1p4;astrometric_excess_noise_gt_1,ruwe_gt_1p4;astrometric_excess_noise_gt_1,2,True,False,True,9347,9347,3.2832906246185303,97.3468019516064,136.1161911277179
1046,42.26,P4,gaia_dr3,6828125061423674752,brightest,brightest:330,1,10.26,8.0,18.0,6.0,brightest_rank=330;fis_supplemental_only_match;ruwe_gt_1p4;astrometric_excess_noise_gt_1,ruwe_gt_1p4;astrometric_excess_noise_gt_1,2,False,True,True,,105881,3.530038595199585,135.66469504614383,24.01630016547736
1047,42.24,P4,gaia_dr3,6324325225803432320,nearest,nearest:97,1,24.24,8.0,10.0,0.0,nearest_rank=97;ruwe_gt_1p4,ruwe_gt_1p4,1,True,False,True,71253,71253,9.89498233795166,6.25302694251758,691.2450369868632
1048,42.22,P4,gaia_dr3,622052899598187392,brightest,brightest:314,1,11.22,8.0,23.0,0.0,brightest_rank=314;ruwe_gt_1p4;parallax_frac_error_gt_0p1;astrometric_excess_noise_gt_1,ruwe_gt_1p4;parallax_frac_error_gt_0p1;astrometric_excess_noise_gt_1,3,True,False,True,49583,49583,3.4907143115997314,556.6318245582504,1.295537150912157
1049,42.22,P4,gaia_dr3,2531195858721613056,nearest,nearest:364,1,8.22,4.0,8.0,22.0,nearest_rank=364;no_official_or_fis_gaia_hip_match;astrometric_excess_noise_gt_1,astrometric_excess_noise_gt_1,1,False,False,False,,,16.349544525146484,10.56830862915725,372.26861073379894
1050,42.196,P4,hipparcos2,75181,high_pm;nearest,high_pm:70;nearest:473,2,27.196,15.0,0.0,0.0,nearest_rank=473;high_pm_rank=70;multi_cohort=2,,0,True,False,True,5902750168276592256,5902750168276592256,5.782100200653076,14.812620162963867,1645.8522401783216
1051,42.184,P4,gaia_dr3,294014808041906688,high_pm,high_pm:107,1,14.184,6.0,0.0,22.0,high_pm_rank=107;no_official_or_fis_gaia_hip_match,,0,False,False,False,,,13.62153148651123,21.451370712648266,1811.4832382182813
1052,42.18,P4,hipparcos2,54872,brightest,brightest:98,1,24.18,12.0,0.0,6.0,brightest_rank=98;fis_supplemental_only_match,,0,False,True,True,,3990320597065899776,2.5931999683380127,17.91472625732422,193.48930409715157
1053,42.18,P4,gaia_dr3,1398822783330261248,brightest,brightest:398,1,6.18,8.0,28.0,0.0,brightest_rank=398;ruwe_gt_1p4;astrometric_excess_noise_gt_1;ipd_frac_multi_peak_gt_10;phot_variable,ruwe_gt_1p4;astrometric_excess_noise_gt_1;ipd_frac_multi_peak_gt_10;phot_variable,4,True,False,True,78574,78574,3.6584572792053223,122.51796605353013,93.04293254693334
1054,42.152,P4,gaia_dr3,5046323965616929792,high_pm,high_pm:219,1,10.152,10.0,0.0,22.0,high_pm_rank=219;no_official_or_fis_gaia_hip_match,,0,False,False,False,,,10.51338005065918,14.41182271713159,1460.2362302934587
1055,42.14,P4,gaia_dr3,2442861747380543104,brightest,brightest:232,1,16.14,8.0,18.0,0.0,brightest_rank=232;ruwe_gt_1p4;astrometric_excess_noise_gt_1,ruwe_gt_1p4;astrometric_excess_noise_gt_1,2,True,False,True,154,154,3.292785167694092,126.97044599017735,61.97870621622388
1056,42.08,P4,gaia_dr3,5338833263117260672,brightest,brightest:333,1,10.08,8.0,18.0,6.0,brightest_rank=333;fis_supplemental_only_match;ruwe_gt_1p4;ipd_frac_multi_peak_gt_10,ruwe_gt_1p4;ipd_frac_multi_peak_gt_10,2,False,True,True,,53253,3.5334343910217285,29.830741061667606,87.26858976300203
1057,42.06,P4,hipparcos2,95947,brightest,brightest:200,1,18.06,8.0,10.0,6.0,brightest_rank=200;fis_supplemental_only_match;hip_solution_type_not_5,hip_solution_type_not_5,1,False,True,True,,2026116260337482112,3.2177000045776367,133.15579223632812,9.44623734616064
1058,42.06,P4,gaia_dr3,1186417202929896960,brightest,brightest:500,1,0.06,8.0,28.0,6.0,brightest_rank=500;fis_supplemental_only_match;ruwe_gt_1p4;astrometric_excess_noise_gt_1;ipd_frac_multi_peak_gt_10;phot_variable,ruwe_gt_1p4;astrometric_excess_noise_gt_1;ipd_frac_multi_peak_gt_10;phot_variable,4,False,True,True,,72208,3.827462673187256,195.75498239797324,84.84980221463033
1059,42.04,P4,gaia_dr3,2266693630693936512,brightest,brightest:267,1,14.04,8.0,14.0,6.0,brightest_rank=267;fis_supplemental_only_match;astrometric_params_not_31_or_95;astrometric_excess_noise_gt_1,astrometric_params_not_31_or_95;astrometric_excess_noise_gt_1,2,False,True,True,,89937,3.3877174854278564,,
1060,42.04,P4,gaia_dr3,3361379158340348544,high_pm,high_pm:111,1,14.04,6.0,0.0,22.0,high_pm_rank=111;no_official_or_fis_gaia_hip_match,,0,False,False,False,,,15.733064651489258,62.66801264529785,1795.8391834542147
1061,42.02,P4,gaia_dr3,5242895960110588160,brightest,brightest:234,1,16.02,8.0,18.0,0.0,brightest_rank=234;ruwe_gt_1p4;astrometric_excess_noise_gt_1,ruwe_gt_1p4;astrometric_excess_noise_gt_1,2,True,False,True,50099,50099,3.3005144596099854,120.51378365512005,37.236484340377736
1062,41.932,P4,gaia_dr3,855361055035055104,high_pm,high_pm:114,1,13.932,6.0,0.0,22.0,high_pm_rank=114;no_official_or_fis_gaia_hip_match,,0,False,False,False,,,17.639692306518555,57.69590163246799,1782.6566909333592
1063,41.92,P4,hipparcos2,71860,brightest,brightest:69,1,25.92,8.0,8.0,0.0,brightest_rank=69;hip_component_flag,hip_component_flag,1,True,False,True,5905821894507108864,5905821894507108864,2.229599952697754,142.4501495361328,31.603045739295446
1064,41.88,P4,gaia_dr3,1412645602995521920,nearest,nearest:303,1,11.88,8.0,0.0,22.0,nearest_rank=303;no_official_or_fis_gaia_hip_match,,0,False,False,False,,,11.981025695800781,9.90811551200435,622.699737689352
1065,41.84,P4,gaia_dr3,1986628812013105152,brightest,brightest:337,1,9.84,8.0,18.0,6.0,brightest_rank=337;fis_supplemental_only_match;ruwe_gt_1p4;astrometric_excess_noise_gt_1,ruwe_gt_1p4;astrometric_excess_noise_gt_1,2,False,True,True,,111022,3.536360263824463,673.9233008837242,5.94826439837902
1066,41.82,P4,hipparcos2,26634,brightest,brightest:104,1,23.82,8.0,10.0,0.0,brightest_rank=104;hip_solution_type_not_5,hip_solution_type_not_5,1,True,False,True,2900546759663847168,2900546759663847168,2.6124000549316406,80.12820434570312,24.870239242918434
1067,41.82,P4,gaia_dr3,1891598193816300544,brightest,brightest:404,1,5.82,12.0,18.0,6.0,brightest_rank=404;fis_supplemental_only_match;ruwe_gt_1p4;astrometric_excess_noise_gt_1,ruwe_gt_1p4;astrometric_excess_noise_gt_1,2,False,True,True,,109176,3.6638712882995605,11.90400294014709,296.7478218192849
1068,41.82,P2,hipparcos2,52190,nearest,nearest:404,1,5.82,4.0,10.0,22.0,nearest_rank=404;no_official_or_fis_gaia_hip_match;hip_solution_type_not_5,hip_solution_type_not_5,1,False,False,False,,,11.051799774169922,13.984057426452637,231.65820706376883
1069,41.8,P4,gaia_dr3,5908713025970995584,brightest,brightest:171,1,19.8,8.0,14.0,0.0,brightest_rank=171;astrometric_params_not_31_or_95;astrometric_excess_noise_gt_1,astrometric_params_not_31_or_95;astrometric_excess_noise_gt_1,2,True,False,True,73334,73334,3.118281841278076,,
1070,41.78,P4,gaia_dr3,1671148277108755200,brightest,brightest:338,1,9.78,8.0,18.0,6.0,brightest_rank=338;fis_supplemental_only_match;ruwe_gt_1p4;astrometric_excess_noise_gt_1,ruwe_gt_1p4;astrometric_excess_noise_gt_1,2,False,True,True,,67627,3.53800368309021,129.60529069603382,11.289751661444523
1071,41.752,P4,gaia_dr3,777395029106166272,high_pm,high_pm:119,1,13.752,6.0,0.0,22.0,high_pm_rank=119;no_official_or_fis_gaia_hip_match,,0,False,False,False,,,18.742692947387695,34.861092145652826,1757.811544407229
1072,41.74,P4,hipparcos2,26549,brightest,brightest:322,1,10.74,8.0,23.0,0.0,brightest_rank=322;parallax_frac_error_gt_0p1;hip_solution_type_not_5;hip_component_flag,parallax_frac_error_gt_0p1;hip_solution_type_not_5;hip_component_flag,3,True,False,True,3216486443742786048,3216486443742786048,3.6810998916625977,328.9473876953125,26.32526163212818
1073,41.72,P4,gaia_dr3,1534011998572555776,nearest,nearest:189,1,18.72,13.0,10.0,0.0,nearest_rank=189;ruwe_gt_1p4,ruwe_gt_1p4,1,True,False,True,61317,61317,4.094672203063965,8.472665929385442,762.8626497186497
1074,41.7,P4,hipparcos2,15457,nearest,nearest:156,1,20.7,13.0,8.0,0.0,nearest_rank=156;hip_component_flag,hip_component_flag,1,True,False,True,3269362645115584640,3269362645115584640,4.976799964904785,9.139931678771973,285.15180606126273
1075,41.684,P4,gaia_dr3,6363251682639715968,high_pm,high_pm:232,1,9.684,10.0,0.0,22.0,high_pm_rank=232;no_official_or_fis_gaia_hip_match,,0,False,False,False,,,12.379461288452148,12.870708547523934,1437.9840600207856
1076,41.648,P4,gaia_dr3,5684037136313018368,high_pm,high_pm:233,1,9.648,10.0,0.0,22.0,high_pm_rank=233;no_official_or_fis_gaia_hip_match,,0,False,False,False,,,12.157392501831055,13.407603417797159,1437.856345292887
1077,41.64,P4,hipparcos2,92403,nearest,nearest:7,1,29.64,12.0,0.0,0.0,nearest_rank=7,,0,True,False,True,4075141768785646848,4075141768785646848,10.412400245666504,2.9698264598846436,665.2220456358914
1078,41.64,P4,gaia_dr3,2887731882922767744,brightest,brightest:107,1,23.64,8.0,10.0,0.0,brightest_rank=107;ruwe_gt_1p4,ruwe_gt_1p4,1,True,False,True,27628,27628,2.8041787147521973,27.097469336631985,408.2481392574236
1079,41.58,P4,gaia_dr3,4075141768785646848,nearest,nearest:8,1,29.58,12.0,0.0,0.0,nearest_rank=8,,0,True,False,True,92403,92403,9.12641429901123,2.9759548649868903,668.1398990787973
1080,41.58,P4,hipparcos2,24305,brightest,brightest:208,1,17.58,8.0,10.0,6.0,brightest_rank=208;fis_supplemental_only_match;hip_solution_type_not_5,hip_solution_type_not_5,1,False,True,True,,2983168461421919488,3.2527999877929688,57.01253890991211,49.860808256585656
1081,41.56,P4,hipparcos2,86670,brightest,brightest:75,1,25.56,8.0,8.0,0.0,brightest_rank=75;hip_component_flag,hip_component_flag,1,True,False,True,5961206940987571200,5961206940987571200,2.3164000511169434,148.1481475830078,26.246792184950905
1082,41.54,P4,hipparcos2,41824,nearest,nearest:242,1,15.54,4.0,0.0,22.0,nearest_rank=242;no_official_or_fis_gaia_hip_match,,0,False,False,False,,,11.590200424194336,11.065618515014648,272.058089385337
1083,41.54,P4,gaia_dr3,6443365570172526848,high_pm,high_pm:236,1,9.54,10.0,0.0,22.0,high_pm_rank=236;no_official_or_fis_gaia_hip_match,,0,False,False,False,,,15.632781028747559,16.448689261720702,1433.4697054893118
1084,41.52,P4,hipparcos2,52419,brightest,brightest:109,1,23.52,8.0,10.0,0.0,brightest_rank=109;hip_solution_type_not_5,hip_solution_type_not_5,1,True,False,True,5239828735016184448,5239828735016184448,2.653599977493286,139.66481018066406,21.950182231589785
1085,41.52,P4,gaia_dr3,6109610086872510592,nearest,nearest:309,1,11.52,8.0,0.0,22.0,nearest_rank=309;no_official_or_fis_gaia_hip_match,,0,False,False,False,,,11.695198059082031,9.940109628042029,477.75734987924807
1086,41.5,P4,hipparcos2,71075,brightest,brightest:176,1,19.5,8.0,8.0,6.0,brightest_rank=176;fis_supplemental_only_match;hip_component_flag,hip_component_flag,1,False,True,True,,1487434040320076800,3.0980000495910645,26.60989761352539,190.36320469040228
1087,41.48,P4,hipparcos2,39757,brightest,brightest:143,1,21.48,12.0,8.0,0.0,brightest_rank=143;hip_component_flag,hip_component_flag,1,True,False,True,5698015743046182272,5698015743046182272,2.9156999588012695,19.481782913208008,95.31230455717666
1088,41.48,P4,gaia_dr3,3897724469419137664,brightest,brightest:243,1,15.48,8.0,18.0,0.0,brightest_rank=243;ruwe_gt_1p4;astrometric_excess_noise_gt_1,ruwe_gt_1p4;astrometric_excess_noise_gt_1,2,True,False,True,57380,57380,3.3209586143493652,101.57828569183316,184.11455423991313
1089,41.468,P4,gaia_dr3,2679694971455927296,high_pm,high_pm:238,1,9.468,10.0,0.0,22.0,high_pm_rank=238;no_official_or_fis_gaia_hip_match,,0,False,False,False,,,13.014442443847656,13.473442733181916,1419.7035079176367
1090,41.46,P4,gaia_dr3,4296708789290712064,brightest,brightest:310,1,11.46,12.0,18.0,0.0,brightest_rank=310;ruwe_gt_1p4;astrometric_excess_noise_gt_1,ruwe_gt_1p4;astrometric_excess_noise_gt_1,2,True,False,True,98036,98036,3.4819748401641846,13.600839228941798,483.1543032702443
1091,41.46,P4,gaia_dr3,4535928365908541440,nearest,nearest:310,1,11.46,8.0,0.0,22.0,nearest_rank=310;no_official_or_fis_gaia_hip_match,,0,False,False,False,,,12.936422348022461,9.944778626587548,501.9444776374705
1092,41.428,P4,gaia_dr3,6307111615356752128,high_pm,high_pm:128,1,13.428,6.0,0.0,22.0,high_pm_rank=128;no_official_or_fis_gaia_hip_match,,0,False,False,False,,,13.916036605834961,39.87586249573773,1736.0667130822565
1093,41.42,P4,gaia_dr3,4822106194362165760,brightest,brightest:344,1,9.42,8.0,18.0,6.0,brightest_rank=344;fis_supplemental_only_match;ruwe_gt_1p4;astrometric_excess_noise_gt_1,ruwe_gt_1p4;astrometric_excess_noise_gt_1,2,False,True,True,,25859,3.545656681060791,85.25156620933535,42.591782801255114
1094,41.4,P4,hipparcos2,76297,brightest,brightest:111,1,23.4,8.0,10.0,0.0,brightest_rank=111;hip_solution_type_not_5,hip_solution_type_not_5,1,True,False,True,6002777448326587264;6002777448330124160,6002777448326587264,2.700000047683716,129.03225708007812,29.844083165679592
1095,41.392,P4,gaia_dr3,2205493129867600256,high_pm,high_pm:129,1,13.392,6.0,0.0,22.0,high_pm_rank=129;no_official_or_fis_gaia_hip_match,,0,False,False,False,,,17.478282928466797,37.98549726196552,1730.361695144806
1096,41.36,P4,hipparcos2,70865,high_pm;nearest,high_pm:66;nearest:406,2,31.36,10.0,0.0,0.0,nearest_rank=406;high_pm_rank=66;multi_cohort=2,,0,True,False,True,1229089524081628416,1229089524081628416,10.72189998626709,14.007564544677734,1672.651184317878
1097,41.36,P4,gaia_dr3,6880093650314169984,brightest,brightest:245,1,15.36,8.0,18.0,0.0,brightest_rank=245;ruwe_gt_1p4;astrometric_excess_noise_gt_1,ruwe_gt_1p4;astrometric_excess_noise_gt_1,2,True,False,True,100064,100064,3.327416181564331,33.429178299391815,61.259668004042716
1098,41.36,P4,hipparcos2,75695,brightest,brightest:345,1,9.36,8.0,18.0,6.0,brightest_rank=345;fis_supplemental_only_match;hip_solution_type_not_5;hip_component_flag,hip_solution_type_not_5;hip_component_flag,2,False,True,True,,1273423791421021568,3.737299919128418,34.281795501708984,199.60830468695434
1099,41.3,P4,gaia_dr3,2386316510063903616,brightest,brightest:246,1,15.3,8.0,18.0,0.0,brightest_rank=246;ruwe_gt_1p4;astrometric_excess_noise_gt_1,ruwe_gt_1p4;astrometric_excess_noise_gt_1,2,True,False,True,114341,114341,3.3279740810394287,78.92033808742251,61.39376174744002
1100,41.28,P4,gaia_dr3,1618010323247026560,nearest,nearest:313,1,11.28,8.0,0.0,22.0,nearest_rank=313;no_official_or_fis_gaia_hip_match,,0,False,False,False,,,14.84373664855957,9.968998540633752,823.3856014248561
1101,41.26,P4,gaia_dr3,2717594072113956352,brightest,brightest:280,1,13.26,8.0,14.0,6.0,brightest_rank=280;fis_supplemental_only_match;astrometric_params_not_31_or_95;astrometric_excess_noise_gt_1,astrometric_params_not_31_or_95;astrometric_excess_noise_gt_1,2,False,True,True,,112029,3.4208996295928955,,
1102,41.24,P4,hipparcos2,113726,brightest,brightest:297,1,12.24,8.0,15.0,6.0,brightest_rank=297;fis_supplemental_only_match;parallax_frac_error_gt_0p1;hip_solution_type_not_5,parallax_frac_error_gt_0p1;hip_solution_type_not_5,2,False,True,True,,1931192500887330688,3.604099988937378,210.5263214111328,23.006835940650333
1103,41.188,P4,gaia_dr3,4364527594192166400,high_pm;nearest,high_pm:218;nearest:351,2,29.188,12.0,0.0,0.0,nearest_rank=351;high_pm_rank=218;multi_cohort=2,,0,True,False,True,83591,83591,7.264702320098877,10.463866199967365,1461.6644630760798
1104,41.18,P4,gaia_dr3,4870527586937201408,brightest,brightest:348,1,9.18,8.0,24.0,0.0,brightest_rank=348;ruwe_gt_1p4;astrometric_excess_noise_gt_1;non_single_star,ruwe_gt_1p4;astrometric_excess_noise_gt_1;non_single_star,3,True,False,True,20042,20042,3.551744222640991,54.3472522009962,62.43317378199079
1105,41.16,P4,hipparcos2,81266,brightest,brightest:115,1,23.16,8.0,10.0,0.0,brightest_rank=115;hip_solution_type_not_5,hip_solution_type_not_5,1,True,False,True,6044420729667868928,6044420729667868928,2.7374000549316406,145.3488311767578,24.880132636302402
1106,41.144,P2,hipparcos2,61792,high_pm,high_pm:247,1,9.144,0.0,10.0,22.0,high_pm_rank=247;no_official_or_fis_gaia_hip_match;hip_solution_type_not_5,hip_solution_type_not_5,1,False,False,False,,,9.177000045776367,26.364355087280273,924.3207695383676
1107,41.14,P4,gaia_dr3,3429296884940000000,high_pm,high_pm:136,1,13.14,6.0,0.0,22.0,high_pm_rank=136;no_official_or_fis_gaia_hip_match,,0,False,False,False,,,16.876333236694336,36.01158639088035,1712.0034385217548
1108,41.12,P4,gaia_dr3,3970052886914547712,brightest,brightest:249,1,15.12,8.0,18.0,0.0,brightest_rank=249;ruwe_gt_1p4;astrometric_excess_noise_gt_1,ruwe_gt_1p4;astrometric_excess_noise_gt_1,2,True,False,True,54879,54879,3.3396248817443848,49.22231691654468,99.26997436008449
1109,41.108,P2,hipparcos2,54677,high_pm,high_pm:248,1,9.108,0.0,10.0,22.0,high_pm_rank=248;no_official_or_fis_gaia_hip_match;hip_solution_type_not_5,hip_solution_type_not_5,1,False,False,False,,,9.146699905395508,21.5703182220459,918.8991036016957
1110,41.104,P4,gaia_dr3,187532192136604288,high_pm,high_pm:137,1,13.104,6.0,0.0,22.0,high_pm_rank=137;no_official_or_fis_gaia_hip_match,,0,False,False,False,,,15.45631217956543,50.17959801477195,1706.0094885923177
1111,41.1,P4,hipparcos2,1067,brightest,brightest:116,1,23.1,8.0,10.0,0.0,brightest_rank=116;hip_solution_type_not_5,hip_solution_type_not_5,1,True,False,True,2769202742740232960,2769202742740232960,2.7544000148773193,120.04801940917969,9.488877699707167
1112,41.08,P4,hipparcos2,27913,nearest,nearest:133,1,22.08,13.0,0.0,6.0,nearest_rank=133;fis_supplemental_only_match,,0,False,True,True,,3399063235755057792,4.521900177001953,8.663259506225586,190.58198157223572
1113,41.08,P4,hipparcos2,26551,brightest,brightest:333,1,10.08,8.0,23.0,0.0,brightest_rank=333;parallax_frac_error_gt_0p1;hip_solution_type_not_5;hip_component_flag,parallax_frac_error_gt_0p1;hip_solution_type_not_5;hip_component_flag,3,True,False,True,3216486478101982592,3216486478101982592,3.7102999687194824,156.73980712890625,1.1975391434103522
1114,41.06,P4,gaia_dr3,6562924609150908416,nearest,nearest:50,1,27.06,14.0,0.0,0.0,nearest_rank=50,,0,True,False,True,106440,106440,7.7399468421936035,4.967088115558056,818.1644414042519
1115,41.06,P4,gaia_dr3,4679407039823519232,brightest,brightest:250,1,15.06,8.0,18.0,0.0,brightest_rank=250;ruwe_gt_1p4;astrometric_excess_noise_gt_1,ruwe_gt_1p4;astrometric_excess_noise_gt_1,2,True,False,True,18744,18744,3.346066951751709,142.35519344280334,35.13637860814817
1116,41.04,P4,hipparcos2,65109,brightest,brightest:117,1,23.04,12.0,0.0,6.0,brightest_rank=117;fis_supplemental_only_match,,0,False,True,True,,6165699748417797504,2.771699905395508,18.021265029907227,351.8183220072542
1117,41.02,P4,hipparcos2,58576,nearest,nearest:334,1,10.02,9.0,0.0,22.0,nearest_rank=334;no_official_or_fis_gaia_hip_match,,0,False,False,False,,,5.688300132751465,12.7632417678833,503.98483320433365
1118,40.996,P4,gaia_dr3,2631967439437024384,high_pm,high_pm:140,1,12.996,6.0,0.0,22.0,high_pm_rank=140;no_official_or_fis_gaia_hip_match,,0,False,False,False,,,17.844663619995117,36.29850230123128,1701.4539038245337
